mol_index,id,smiles,point_group,order,max_rotation_order,confidence,method,assembly_index
6380,gdb_6437,[H]C#C[C@]1(C([H])([H])[H])C([H])([H])[C@@]([H])(C([H])([H])[H])C1([H])[H],Cs,2,1,0.73,pymatgen,6.82
6381,gdb_6438,[H]C([H])([H])[C@]1([H])C([H])([H])[C@](C#N)(C([H])([H])[H])C1([H])[H],Cs,2,1,0.73,pymatgen,6.75
6382,gdb_6439,[H]N1[C@@]([H])(C([H])([H])[H])C([H])([H])[C@@]1(C#N)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.67
6383,gdb_6440,[H]C#C[C@]1(C([H])([H])[H])O[C@@]([H])(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.67
6384,gdb_6441,[H]C([H])([H])[C@]1([H])O[C@](C#N)(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.59
6385,gdb_6442,[H]N([H])[C@]1(C#N)C([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],Cs,2,1,0.73,pymatgen,6.67
6386,gdb_6443,[H]C#C[C@]1(O[H])C([H])([H])[C@@]([H])(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.67
6387,gdb_6444,[H]O[C@]1(C#N)C([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.59
6388,gdb_6445,[H]C([H])([H])[N@H+]1C([H])([H])[C@](C#N)(C([H])([H])[H])C1([H])[H],Cs,2,1,0.73,pymatgen,6.75
6389,gdb_6446,[H]N([H])[C@]1(C#N)C([H])([H])[N@@H+](C([H])([H])[H])C1([H])[H],Cs,2,1,0.73,pymatgen,6.67
6390,gdb_6447,[H]C#C[C@]1(O[H])C([H])([H])[N@H+](C([H])([H])[H])C1([H])[H],Cs,2,1,0.73,pymatgen,6.67
6391,gdb_6448,[H]O[C@]1(C#N)C([H])([H])[N@@H+](C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.59
6392,gdb_6449,[H]O[C@]1([H])C([H])([H])[C@](C#N)(N([H])[H])C1([H])[H],Cs,2,1,0.73,pymatgen,6.5
6393,gdb_6450,[H]C#C[C@]1(O[H])C([H])([H])[C@@]([H])(O[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.5
6394,gdb_6451,[H]O[C@]1([H])C([H])([H])[C@](C#N)(O[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.41
6395,gdb_6452,[H]O[C@]1([H])C([H])([H])[C@](C([H])=O)(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.67
6396,gdb_6453,[H]C(=O)[C@]1(C([H])([H])[H])C([H])([H])[C@@]([H])(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.82
6397,gdb_6454,[H]C(=O)[C@]1(C([H])([H])[H])O[C@@]([H])(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.67
6398,gdb_6455,[H]O[C@]1(C([H])=O)C([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.67
6399,gdb_6456,[H]O[C@]1(C([H])=O)C([H])([H])[N@@H+](C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.67
6400,gdb_6457,[H]O[C@]1([H])C([H])([H])[C@@](O[H])(C([H])=O)C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.5
6401,gdb_6458,[H][N-]C1O[C@](C([H])([H])[H])(C([H])([H])O[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.67
6402,gdb_6459,[H]OC([H])([H])C1(C([H])([H])[H])C([H])([H])C(=O)C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.67
6403,gdb_6460,[H]OC([H])([H])[C@@]1(C([H])([H])[H])N([H])C(=O)C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.59
6404,gdb_6461,[H]OC([H])([H])[C@@]1(C([H])([H])[H])OC(=O)C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.5
6405,gdb_6462,[H][N-]C1O[C@@](C([H])([H])[H])(C([H])([H])C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.82
6406,gdb_6463,[H]C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])C(=O)C1([H])[H],Cs,2,1,0.73,pymatgen,6.82
6407,gdb_6464,[H]N1C(=O)C([H])([H])[C@]1(C([H])([H])[H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.75
6408,gdb_6465,[H]C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])OC(=O)C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.67
6409,gdb_6466,[H]OC1(C([H])([H])C([H])([H])[H])C([H])([H])C(=O)C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.67
6410,gdb_6467,[H]C([H])([H])OC1(C([H])([H])[H])C([H])([H])C(=O)C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.67
6411,gdb_6468,[H]OC([H])([H])C1(O[H])C([H])([H])C(=O)C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.5
6412,gdb_6469,[H]OC([H])([H])[C@]1(C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.82
6413,gdb_6470,[H]OC([H])([H])[C@]1(C([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.96
6414,gdb_6471,[H]OC([H])([H])[C@@]1(C([H])([H])[H])O[C@@]([H])(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.82
6415,gdb_6472,[H]OC([H])([H])[C@]1(O[H])C([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.82
6416,gdb_6473,[H]C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],Cs,2,1,0.73,pymatgen,7.08
6417,gdb_6474,[H]C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])O[C@]([H])(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.96
6418,gdb_6475,[H]O[C@]1([H])C([H])([H])[C@](C([H])([H])[H])(C([H])([H])C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.96
6419,gdb_6476,[H]O[C@]1(C([H])([H])C([H])([H])[H])C([H])([H])[C@@]([H])(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.96
6420,gdb_6477,[H]O[C@]1([H])C([H])([H])[C@](O[H])(C([H])([H])C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.82
6421,gdb_6478,[H]OC([H])([H])[C@]1(O[H])C([H])([H])[N@H+](C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.82
6422,gdb_6479,[H]C([H])([H])O[C@]1(C([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.96
6423,gdb_6480,[H]O[C@]1([H])C([H])([H])[C@@](OC([H])([H])[H])(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.82
6424,gdb_6481,[H]C([H])([H])O[C@]1(C([H])([H])[H])C([H])([H])[N@@H+](C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.96
6425,gdb_6482,[H]OC([H])([H])[C@]1(O[H])C([H])([H])[C@]([H])(O[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.67
6426,gdb_6483,[H][N-]C(OC1(C([H])([H])[H])C([H])([H])C1([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.82
6427,gdb_6484,[H]C([H])([H])C(=O)C([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.82
6428,gdb_6485,[H]N1C([H])([H])[C@]1(C([H])([H])[H])C([H])([H])C(=O)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.75
6429,gdb_6486,[H]C([H])([H])C(=O)C([H])([H])[C@]1(C([H])([H])[H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.67
6430,gdb_6487,[H]OC1(C([H])([H])C(=O)C([H])([H])[H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.67
6431,gdb_6488,[H]N(C(=O)C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.75
6432,gdb_6489,[H]C([H])([H])C(=O)OC1(C([H])([H])[H])C([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,6.67
6433,gdb_6490,[H]N([H])C(=O)C([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.75
6434,gdb_6491,[H]N([H])C(=O)C([H])([H])[C@@]1(C([H])([H])[H])N([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.67
6435,gdb_6492,[H]N([H])C(=O)C([H])([H])[C@@]1(C([H])([H])[H])OC1([H])[H],C1,2,2,0.73,pymatgen,6.59
6436,gdb_6493,[H]OC(=O)C([H])([H])[C@@]1(C([H])([H])[H])N([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.59
6437,gdb_6494,[H]N([H])C(=O)N([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.67
6438,gdb_6495,[H]N([H])C(=O)OC1(C([H])([H])[H])C([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,6.59
6439,gdb_6496,[H]OC1(C([H])([H])C(=O)N([H])[H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.59
6440,gdb_6497,[H]OC(=O)C([H])([H])C1(N([H])[H])C([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,6.59
6441,gdb_6498,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,7.08
6442,gdb_6499,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[C@]1(C([H])([H])[H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.96
6443,gdb_6500,[H]OC1(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.96
6444,gdb_6501,[H]C([H])([H])C([H])(OC1(C([H])([H])[H])C([H])([H])C1([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.96
6445,gdb_6502,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.96
6446,gdb_6503,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])[C@]1(C([H])([H])[H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.82
6447,gdb_6504,[H]OC1(C([H])([H])[C@]([H])(O[H])C([H])([H])[H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.82
6448,gdb_6505,[H]C#C[C@@]1(C([H])([H])[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.82
6449,gdb_6506,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])[C@@]1(C#N)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.75
6450,gdb_6507,[H]N([H])[C@]1(C#N)C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.67
6451,gdb_6508,[H]C#C[C@@]1(O[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.67
6452,gdb_6509,[H]O[C@]1(C#N)C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.59
6453,gdb_6510,[H]C#C[C@@]1(C([H])([H])[H])N([H])C1(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.75
6454,gdb_6511,[H]N1C(C([H])([H])[H])(C([H])([H])[H])[C@]1(C#N)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.67
6455,gdb_6512,[H]C#C[C@@]1(C([H])([H])[H])OC1(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.67
6456,gdb_6513,[H]C([H])([H])C1(C([H])([H])[H])O[C@@]1(C#N)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.59
6457,gdb_6514,[H]N([H])[C@]1(C([H])([H])[H])C([H])([H])[C@@]1(C#N)N([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.59
6458,gdb_6515,[H]O[C@]1(C#N)C([H])([H])[C@]1(N([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.5
6459,gdb_6516,[H]C#C[C@@]1(C([H])([H])[H])C([H])([H])[C@]1(O[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.67
6460,gdb_6517,[H]O[C@]1(C([H])([H])[H])C([H])([H])[C@@]1(C#N)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.59
6461,gdb_6518,[H]O[C@]1(C([H])([H])[H])C([H])([H])[C@@]1(C#N)N([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.5
6462,gdb_6519,[H]C#C[C@@]1(O[H])C([H])([H])[C@]1(O[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.5
6463,gdb_6520,[H]O[C@]1(C([H])([H])[H])C([H])([H])[C@@]1(C#N)O[H],C1,1,1,0.6900000000000001,pymatgen,6.41
6464,gdb_6521,[H]C(=O)[C@@]1(C([H])([H])[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.82
6465,gdb_6522,[H]O[C@]1(C([H])=O)C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.67
6466,gdb_6523,[H]C(=O)[C@@]1(C([H])([H])[H])N([H])C1(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.75
6467,gdb_6524,[H]C(=O)[C@@]1(C([H])([H])[H])OC1(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.67
6468,gdb_6525,[H]O[C@]1(C([H])([H])[H])C([H])([H])[C@@]1(C([H])=O)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.67
6469,gdb_6526,[H]O[C@]1(C([H])([H])[H])C([H])([H])[C@]1(O[H])C([H])=O,C1,1,1,0.6900000000000001,pymatgen,6.5
6470,gdb_6527,[H]OC([H])([H])[C@@]1(C([H])([H])[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.96
6471,gdb_6528,[H]OC([H])([H])[C@@]1(O[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.82
6472,gdb_6529,[H]OC([H])([H])[C@@]1(C([H])([H])[H])N([H])C1(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.89
6473,gdb_6530,[H]OC([H])([H])[C@@]1(C([H])([H])[H])OC1(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.82
6474,gdb_6531,[H]OC([H])([H])[C@@]1(C([H])([H])[H])C([H])([H])[C@]1(O[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.82
6475,gdb_6532,[H]OC([H])([H])[C@@]1(O[H])C([H])([H])[C@]1(O[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.67
6476,gdb_6533,[H]C([H])([H])C([H])([H])[C@@]1(C([H])([H])[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,7.08
6477,gdb_6534,[H]O[C@@]1(C([H])([H])[H])C([H])([H])[C@]1(C([H])([H])[H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.96
6478,gdb_6535,[H]C([H])([H])C([H])([H])[C@@]1(C([H])([H])[H])OC1(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.96
6479,gdb_6536,[H]O[C@]1(C([H])([H])C([H])([H])[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.96
6480,gdb_6537,[H]O[C@]1(C([H])([H])C([H])([H])[H])C([H])([H])[C@@]1(O[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.82
6481,gdb_6538,[H]C([H])([H])O[C@@]1(C([H])([H])[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.96
6482,gdb_6539,[H]O[C@@]1(C([H])([H])[H])C([H])([H])[C@@]1(OC([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.82
6483,gdb_6540,[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,7.08
6484,gdb_6541,[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@]1(C([H])([H])[H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.96
6485,gdb_6542,[H]OC1(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,6.96
6486,gdb_6543,[H]OC(C([H])([H])[H])(C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,6.96
6487,gdb_6544,[H]OC(C([H])([H])[H])(C([H])([H])[H])[C@]1(C([H])([H])[H])N([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.89
6488,gdb_6545,[H]OC(C([H])([H])[H])(C([H])([H])[H])[C@]1(C([H])([H])[H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.82
6489,gdb_6546,[H]OC(C([H])([H])[H])(C([H])([H])[H])C1(O[H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.82
6490,gdb_6547,[H]O[C@]1([H])C([H])([H])[C@]1([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.96
6491,gdb_6548,[H]OC(C([H])([H])[H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[C@@]1([H])O[H],C1,1,1,0.6900000000000001,pymatgen,6.82
6492,gdb_6549,[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,7.08
6493,gdb_6550,[H]OC(C([H])([H])[H])(C([H])([H])[H])[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.96
6494,gdb_6551,[H]OC(C([H])([H])[H])(C([H])([H])[H])[C@]1([H])N([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.89
6495,gdb_6552,[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@]1([H])O[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.96
6496,gdb_6553,[H]OC(C([H])([H])[H])(C([H])([H])[H])[C@]1([H])O[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.82
6497,gdb_6554,[H]C([H])([H])[N@H+]1C([H])([H])[C@@]1([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,7.08
6498,gdb_6555,[H]OC(C([H])([H])[H])(C([H])([H])[H])[C@@]1([H])[N@@H+](C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.96
6499,gdb_6556,[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C1([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,7.08
6500,gdb_6557,[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[C@]1([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.96
6501,gdb_6558,[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[NH+]1C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,7.08
6502,gdb_6559,[H]C([H])([H])C(OC1([H])C([H])([H])C1([H])[H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.96
6503,gdb_6560,[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C1([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.96
6504,gdb_6561,[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[C@]1([H])OC1([H])[H],C1,2,2,0.73,pymatgen,6.82
6505,gdb_6562,[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[NH+]1C([H])([H])C1([H])[H],C1,2,2,0.73,pymatgen,6.96
6507,gdb_6564,[H]O[C@]1([H])[C@]2(C([H])([H])[H])O[C@@]1(C([H])([H])[H])C2([H])[H],Cs,2,1,0.73,pymatgen,8.17
6513,gdb_6571,[H]O[C@@]12C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@]1([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
6514,gdb_6572,[H]O[C@]1(C([H])([H])[H])C([H])([H])[C@@]2(O[H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.17
6515,gdb_6573,[H]N1[C@@]2(C([H])([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.39
6516,gdb_6574,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])[C@]2(C([H])([H])[H])O[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.32
6517,gdb_6575,[H]O[C@]1(C([H])([H])[H])C([H])([H])[C@]2(C([H])([H])[H])N([H])[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.25
6518,gdb_6576,[H]O[C@]1(C([H])([H])[H])C([H])([H])[C@]2(C([H])([H])[H])O[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.17
6519,gdb_6577,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])[C@@]2(C([H])([H])[H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.46
6520,gdb_6578,[H]C([H])([H])C1(C([H])([H])[H])O[C@@]2(C([H])([H])[H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.32
6521,gdb_6579,[H]O[C@@]1(C([H])([H])[H])C([H])([H])[C@@]2(C([H])([H])[H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.32
6522,gdb_6580,[H]C1=C([H])[C@]2(C([H])([H])[H])C([H])([H])[C@@]1(C([H])([H])[H])C2([H])[H],C2v,4,2,0.81,pymatgen,8.32
6523,gdb_6581,[H]C1=C([H])[C@@]2(C([H])([H])[H])O[C@]1(C([H])([H])[H])C2([H])[H],Cs,2,1,0.73,pymatgen,8.17
6524,gdb_6582,[H]O[C@]12C([H])=C([H])[C@](C([H])([H])[H])(C1([H])[H])C2([H])[H],Cs,2,1,0.73,pymatgen,8.17
6525,gdb_6583,[H]O[C@]12C([H])=C([H])[C@](O[H])(C1([H])[H])C2([H])[H],C2v,4,2,0.81,pymatgen,8.0
6526,gdb_6584,[H]C([H])([H])[C@]12C([H])([H])C([H])([H])[C@](C([H])([H])[H])(C1([H])[H])C2([H])[H],C2v,4,2,0.81,pymatgen,8.46
6527,gdb_6585,[H]C([H])([H])[C@]12OC([H])([H])[C@](C([H])([H])[H])(C1([H])[H])C2([H])[H],Cs,2,1,0.73,pymatgen,8.32
6528,gdb_6586,[H]C([H])([H])[C@@]12O[C@@](C([H])([H])[H])(C([H])([H])C1([H])[H])C2([H])[H],Cs,2,1,0.73,pymatgen,8.32
6529,gdb_6587,[H]O[C@]12C([H])([H])C([H])([H])[C@](C([H])([H])[H])(C1([H])[H])C2([H])[H],Cs,2,1,0.73,pymatgen,8.32
6530,gdb_6588,[H]O[C@]12C([H])([H])O[C@](C([H])([H])[H])(C1([H])[H])C2([H])[H],Cs,2,1,0.73,pymatgen,8.17
6531,gdb_6589,[H]O[C@]12C([H])([H])C([H])([H])[C@](O[H])(C1([H])[H])C2([H])[H],C2,2,2,0.73,pymatgen,8.17
6534,gdb_6592,[H]N1[C@]2(C#N)C([H])([H])[C@@]1(C([H])([H])[H])C2([H])[H],C1,2,2,0.73,pymatgen,8.0
6545,gdb_6608,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])C2(C([H])([H])C2([H])[H])C1([H])[H],Cs,2,1,0.73,pymatgen,8.46
6546,gdb_6609,[H]C([H])([H])C1(C([H])([H])[H])OC2(C([H])([H])C2([H])[H])C1([H])[H],Cs,2,1,0.73,pymatgen,8.32
6547,gdb_6610,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])C2(OC2([H])[H])C1([H])[H],Cs,2,1,0.73,pymatgen,8.32
6548,gdb_6611,[H]OC1(C([H])([H])[H])C([H])([H])C2(C([H])([H])C2([H])[H])C1([H])[H],Cs,2,1,0.73,pymatgen,8.32
6549,gdb_6612,[H]O[C@]1(C([H])([H])[H])C([H])([H])[C@@]2(N([H])C2([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.25
6550,gdb_6613,[H]O[C@]1(C([H])([H])[H])C([H])([H])[C@@]2(OC2([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
6551,gdb_6614,[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,7.08
6552,gdb_6615,[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@]1([H])OC([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.96
6553,gdb_6616,[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])C([H])([H])OC1([H])[H],Cs,2,1,0.73,pymatgen,6.96
6554,gdb_6617,[H]OC(C([H])([H])[H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.96
6555,gdb_6618,[H]OC(C([H])([H])[H])(C([H])([H])[H])[C@]1([H])OC([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.82
6556,gdb_6619,[H]OC(C([H])([H])[H])(C([H])([H])[H])C1([H])C([H])([H])OC1([H])[H],Cs,2,1,0.73,pymatgen,6.82
6557,gdb_6620,[H]C([H])([H])C#CC#CC(=O)C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.81
6558,gdb_6621,[H]N([H])C(=O)C#CC#CC([H])([H])[H],Cs,2,1,0.73,pymatgen,4.7
