mol_index,id,smiles,point_group,order,max_rotation_order,confidence,method,assembly_index,source,success
1574,gdb_1582,[H]C#CC(=O)C(=O)C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
1575,gdb_1583,[H]C([H])([H])C(=O)C(=O)C#N,Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
1576,gdb_1584,[H]C#CC(=O)/C(=N/[H])N([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
1577,gdb_1585,[H]/N=C(/C(=O)C#N)N([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
1578,gdb_1586,[H]C#CC(=O)C(=O)N([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
1579,gdb_1587,[H]C(=O)C(=O)C(=O)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
1580,gdb_1588,[H]/N=C(/C(=O)C([H])=O)N([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1581,gdb_1589,[H]C(=O)C(=O)C(=O)N([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1582,gdb_1590,[H]C#C[C@]([H])(O[H])C(=O)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1583,gdb_1591,[H]O[C@@]([H])(C#N)C(=O)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1584,gdb_1592,[H]C#C[C@@]([H])(C(=O)C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1585,gdb_1593,[H]C#C[C@@]([H])(C(=O)N([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1586,gdb_1594,[H]C([H])([H])C(=O)[C@]([H])(C#N)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1587,gdb_1595,[H]N([H])C(=O)[C@]([H])(C#N)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1588,gdb_1596,[H]/N=C(\N([H])[H])[C@]([H])(C#N)O[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1589,gdb_1597,[H]C#C[C@]([H])(O[H])C(=O)N([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1590,gdb_1598,[H]O[C@@]([H])(C#N)C(=O)N([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1591,gdb_1599,[H]C#C[C@@]([H])(C(=O)N([H])[H])N([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1592,gdb_1600,[H]C#C[C@@]([H])(C(=O)O[H])N([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1593,gdb_1601,[H]N([H])C(=O)[C@]([H])(C#N)N([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1594,gdb_1602,[H]C#CC(=O)C([H])(C([H])([H])[H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
1595,gdb_1603,[H]C([H])([H])C([H])(C(=O)C#N)C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
1596,gdb_1604,[H]C#CC(=O)[C@]([H])(O[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1597,gdb_1605,[H]O[C@@]([H])(C(=O)C#N)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1598,gdb_1606,[H]/N=C(\C#N)N(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1599,gdb_1607,[H]C#CC(=O)N(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1600,gdb_1608,[H]C([H])([H])N(C(=O)C#N)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1601,gdb_1609,[H]C(=O)C(=O)C([H])(C([H])([H])[H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
1602,gdb_1610,[H]O[C@@]([H])(C(=O)C([H])=O)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1603,gdb_1611,[H]/N=C(\C([H])=O)N(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1604,gdb_1612,[H]C(=O)C(=O)N(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1605,gdb_1613,[H]C([H])([H])[NH+](C([H])([H])[H])[C@]([H])(C#N)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1606,gdb_1614,[H]C#C[C@]([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1607,gdb_1615,[H]C([H])([H])C([H])(C([H])([H])[H])[C@]([H])(C#N)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1608,gdb_1616,[H]N([H])[C@@]([H])(C#N)C([H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1609,gdb_1617,[H]C#C[C@]([H])(O[H])C([H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1610,gdb_1618,[H]O[C@@]([H])(C#N)C([H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1611,gdb_1619,[H]N([H])[C@@]([H])(C#N)[C@]([H])(N([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1612,gdb_1620,[H]C#C[C@]([H])(C([H])([H])[H])[C@]([H])(O[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1613,gdb_1621,[H]O[C@]([H])(C([H])([H])[H])[C@]([H])(C#N)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1614,gdb_1622,[H]O[C@]([H])(C([H])([H])[H])[C@]([H])(C#N)N([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1615,gdb_1623,[H]C#C[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1616,gdb_1624,[H]O[C@@]([H])(C#N)[C@]([H])(O[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1617,gdb_1625,[H]C(=O)[C@]([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1618,gdb_1626,[H]O[C@@]([H])(C([H])=O)C([H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1619,gdb_1627,[H]C(=O)N(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
1620,gdb_1628,[H]O[C@]([H])(C([H])([H])[H])[C@]([H])(C([H])=O)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1621,gdb_1629,[H]O[C@@]([H])(C([H])=O)[C@]([H])(O[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1622,gdb_1630,[H]O[C@@]([H])(C([H])=O)C(=O)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1623,gdb_1631,[H]C(=O)[C@@]([H])(C(=O)C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1624,gdb_1632,[H]C(=O)[C@@]([H])(C(=O)N([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1625,gdb_1633,[H]/N=C(\[H])N(C(=O)C([H])([H])[H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
1626,gdb_1634,[H]/N=C(\[H])N(C(=O)N([H])[H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
1627,gdb_1635,[H]/N=C(/N(C([H])=O)C([H])([H])[H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
1628,gdb_1636,[H]C(=O)N(C(=O)C([H])([H])[H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
1629,gdb_1637,[H]/N=C(\N([H])[H])N(C([H])=O)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1630,gdb_1638,[H]C(=O)N(C(=O)N([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1631,gdb_1639,[H]O[C@@]([H])(C([H])=O)C(=O)N([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1632,gdb_1640,[H]N([H])/C(=N\C([H])([H])[H])C(=O)C([H])([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
1633,gdb_1641,[H]N([H])C(=O)/C(=N/C([H])([H])[H])N([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
1634,gdb_1642,[H]N([H])/C(C(=O)[O-])=[N+](/[H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
1635,gdb_1643,[H]OC([H])([H])C(=O)C(=O)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1636,gdb_1644,[H]C([H])([H])C(=O)C(=O)C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1637,gdb_1645,[H]/N=C(/C(=O)C([H])([H])C([H])([H])[H])N([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
1638,gdb_1646,[H]N([H])C(=O)C(=O)C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1639,gdb_1647,[H]/N=C(\C(=O)C([H])([H])[H])N([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1640,gdb_1648,[H]N([H])/C(C(=O)[O-])=[N+](/[H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
1641,gdb_1649,[H]N(C(=O)C(=O)C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1642,gdb_1650,[H]N([H])C(=O)C(=O)N([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1643,gdb_1651,[H]C([H])([H])OC(=O)C(=O)C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
1644,gdb_1652,[H]/N=C(/C(=O)OC([H])([H])[H])N([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
1645,gdb_1653,[H]N([H])C(=O)C(=O)OC([H])([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
1646,gdb_1654,[H]/N=C(/C(=O)C([H])([H])O[H])N([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1647,gdb_1655,[H]OC([H])([H])C(=O)C(=O)N([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1648,gdb_1656,[H]OC([H])([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1649,gdb_1657,[H]OC([H])([H])C(=O)[C@]([H])(O[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1650,gdb_1658,[H]C([H])([H])C([H])([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1651,gdb_1659,[H]O[C@@]([H])(C(=O)C([H])([H])C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1652,gdb_1660,[H]C([H])([H])N(C(=O)C([H])([H])C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1653,gdb_1661,[H]OC([H])([H])C(=O)N(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1654,gdb_1662,[H]N(C(=O)C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1655,gdb_1663,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1656,gdb_1664,[H]N(C(=O)N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1657,gdb_1665,[H]C([H])([H])OC(=O)C([H])(C([H])([H])[H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
1658,gdb_1666,[H]N([H])[C@@]([H])(C(=O)OC([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1659,gdb_1667,[H]O[C@@]([H])(C(=O)OC([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1660,gdb_1668,[H]C([H])([H])OC(=O)N(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1661,gdb_1669,[H]OC([H])([H])[C@]([H])(O[H])C(=O)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1662,gdb_1670,[H]C([H])([H])[C@]([H])(C(=O)[O-])C([H])([H])[N+]([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1663,gdb_1671,[H]OC([H])([H])[C@@]([H])(C(=O)C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1664,gdb_1672,[H]OC([H])([H])[C@@]([H])(C(=O)N([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1665,gdb_1673,[H]C([H])([H])C(=O)[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1666,gdb_1674,[H]N([H])C(=O)[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1667,gdb_1675,[H]OC(=O)[C@]([H])(N([H])[H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1668,gdb_1676,[H]O[C@@]([H])(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1669,gdb_1677,[H]O[C@@]([H])(C(=O)N([H])[H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1670,gdb_1678,[H]C([H])([H])C(=O)N(C([H])([H])[H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1671,gdb_1679,[H]N([H])C(=O)N(C([H])([H])[H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1672,gdb_1680,[H]OC(=O)[C@@]([H])(N([H])C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1673,gdb_1681,[H]C([H])([H])O[C@]([H])(C(=O)C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1674,gdb_1682,[H]N([H])C(=O)[C@@]([H])(OC([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1675,gdb_1683,[H]OC([H])([H])[C@]([H])(O[H])C(=O)N([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1676,gdb_1684,[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])O[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1677,gdb_1685,[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])N([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1678,gdb_1686,[H]OC(=O)[C@]([H])(O[H])C([H])([H])N([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1679,gdb_1687,[H]OC([H])([H])[C@]([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1680,gdb_1688,[H]OC([H])([H])[C@]([H])(O[H])C([H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1681,gdb_1689,[H]OC([H])([H])[C@]([H])(C([H])([H])[H])[C@]([H])(O[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1682,gdb_1690,[H]OC([H])([H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
1683,gdb_1691,[H]C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
1684,gdb_1692,[H]O[C@]([H])(C([H])([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1685,gdb_1693,[H]O[C@]([H])(C([H])([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1686,gdb_1694,[H]O[C@]([H])(C([H])([H])[H])[C@]([H])(O[H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1687,gdb_1695,[H]C([H])([H])O[C@@]([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1688,gdb_1696,[H]O[C@]([H])(C([H])([H])[H])[C@@]([H])(OC([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1689,gdb_1697,[H]C#CC1(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
1690,gdb_1698,[H]C([H])([H])C1(C#N)C([H])([H])C([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
1691,gdb_1699,[H]N1C([H])([H])C([H])([H])[C@]1(C#N)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1692,gdb_1700,[H]C#C[C@@]1(C([H])([H])[H])OC([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1693,gdb_1701,[H]C1([H])O[C@@](C#N)(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1694,gdb_1702,[H]C#CC1(C([H])([H])[H])C([H])([H])OC1([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
1695,gdb_1703,[H]C([H])([H])C1(C#N)C([H])([H])OC1([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
1696,gdb_1704,[H]N([H])C1(C#N)C([H])([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1697,gdb_1705,[H]N1C([H])([H])C(C#N)(N([H])[H])C1([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
1698,gdb_1706,[H]N([H])C1(C#N)C([H])([H])OC1([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
1699,gdb_1707,[H]C#CC1(O[H])C([H])([H])C([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
1700,gdb_1708,[H]OC1(C#N)C([H])([H])C([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
1701,gdb_1709,[H]OC1(C#N)C([H])([H])N([H])C1([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
1702,gdb_1710,[H]C#CC1(O[H])C([H])([H])OC1([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
1703,gdb_1711,[H]OC1(C#N)C([H])([H])OC1([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
1704,gdb_1712,[H]C(=O)C1(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1705,gdb_1713,[H]C(=O)[C@@]1(C([H])([H])[H])OC([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1706,gdb_1714,[H]C(=O)C1(C([H])([H])[H])C([H])([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1707,gdb_1715,[H]OC1(C([H])=O)C([H])([H])C([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
1708,gdb_1716,[H]OC1(C([H])=O)C([H])([H])OC1([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
1709,gdb_1717,[H]OC([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1710,gdb_1718,[H]OC([H])([H])[C@@]1(C([H])([H])[H])OC([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1711,gdb_1719,[H]OC([H])([H])C1(C([H])([H])[H])C([H])([H])OC1([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
1712,gdb_1720,[H]C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
1713,gdb_1721,[H]C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])OC([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1714,gdb_1722,[H]C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])OC1([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
1715,gdb_1723,[H]OC1(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1716,gdb_1724,[H]OC1(C([H])([H])C([H])([H])[H])C([H])([H])OC1([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
1717,gdb_1725,[H]C([H])([H])OC1(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1718,gdb_1726,[H]C([H])([H])OC1(C([H])([H])[H])C([H])([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1719,gdb_1727,[H]OC([H])([H])C1(O[H])C([H])([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1720,gdb_1728,[H]OC([H])([H])C1(O[H])C([H])([H])OC1([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
1721,gdb_1729,[H]C([H])([H])C#CC1(C([H])([H])[H])C([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
1722,gdb_1730,[H]N1C([H])([H])[C@@]1(C#CC([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1723,gdb_1731,[H]C([H])([H])C#C[C@]1(C([H])([H])[H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1724,gdb_1732,[H]OC1(C#CC([H])([H])[H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1725,gdb_1733,[H]C#CC([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1726,gdb_1734,[H]C#CC([H])([H])[C@@]1(C([H])([H])[H])N([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1727,gdb_1735,[H]C#CC([H])([H])[C@@]1(C([H])([H])[H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1728,gdb_1736,[H]C([H])([H])C1(C([H])([H])C#N)C([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
1729,gdb_1737,[H]N1C([H])([H])[C@@]1(C([H])([H])[H])C([H])([H])C#N,C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1730,gdb_1738,[H]C([H])([H])[C@]1(C([H])([H])C#N)OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
1731,gdb_1739,[H]C#CC([H])([H])C1(O[H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1732,gdb_1740,[H]OC1(C([H])([H])C#N)C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1733,gdb_1741,[H]C(=O)N([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
1734,gdb_1742,[H]C(=O)OC1(C([H])([H])[H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
1735,gdb_1743,[H]C(=O)C([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
